,0,ladder,CD4T,hESC-H9,HEK293T,RNH2-KO-T3-8,RNH2-KO-T3-17
89,32115.691946388877,0.0,4852661.476815665,7160049.947610111,6305340.812532774,6322919.061395829,6065585.260592815
90,32057.023539857655,0.0,4969107.2091596695,7319090.320545921,6316880.383499107,6400117.002513064,6274720.210289643
91,31998.4618779033,0.0,4897380.165462992,7447713.588526505,6365377.5853530355,6518276.510374888,6375247.965818209
92,31940.006766308765,0.0,4769466.752350003,7455137.638492583,6548170.824442535,6647824.939575153,6411956.238111552
93,31881.658011210362,0.0,4851587.521970789,7465051.124375506,6663647.038292246,6594004.391104113,6525604.765712475
94,31823.415419097153,0.0,4978495.654001548,7558446.5924712885,6660367.882253435,6473856.716794671,6521840.0924961995
95,31765.278796810257,0.0,4939146.255674893,7604730.861611276,6698913.009965939,6465205.697737968,6450373.110857186
96,31707.247951542264,0.0,5006445.564370879,7606145.160147065,6774852.677618347,6454921.649784142,6313985.22161844
97,31649.32269083654,194064.1148960988,5058410.401241171,7735312.854529206,6767024.215616285,6642410.486163996,6448735.272138232
98,31591.502822586644,636063.1347616455,5054024.757223289,7795904.366415422,6696790.764657058,6700548.705933265,6579210.6018340895
99,31533.788155035658,812765.3715448927,5084754.254959912,7846633.692466993,6691868.895771231,6701693.187397095,6597592.9829269955
100,31476.178496775545,973249.0824817601,5246647.759542557,7981914.097092647,6819893.815890646,6820580.340713383,6595375.416089032
101,31418.67365674653,1187413.2554915347,5450273.244428185,8122711.038346082,6932690.870210572,6906400.547527004,6645630.909898229
102,31361.27344423647,1295972.3560407623,5513260.947337803,8122407.696233469,6984636.878886696,6958971.092432976,6719957.13030388
103,31303.97766888022,1274121.5357079967,5489912.791163337,8047352.537372279,7016298.817237893,7069315.234492953,6805711.103990576
104,31246.786140658973,829937.5002087167,5527549.555267041,8077307.58363636,7076422.085826614,7301871.535257356,6757376.917536187
105,31189.698669899677,636963.7978106443,5614661.098047108,8226832.810956892,7199899.04623775,7416413.081813032,6870714.36402918
106,31132.71506727437,392133.1124016523,5656583.083749017,8366690.704143208,7271604.506558917,7368848.755009588,6921825.004551531
107,31075.83514379956,53681.48351514098,5635233.5173408305,8379453.149176053,7269067.0457618795,7235656.781508617,6947362.892430159
108,31019.058710835612,0.0,5631652.581783583,8314268.165130467,7283959.757506263,7185922.976983295,6997143.711362013
109,30962.385580086106,0.0,5695655.761063235,8343571.708121479,7338645.661945769,7055094.47310772,7021252.353311917
110,30905.81556359723,220814.1694389518,5777805.574515014,8494822.520534644,7403068.02834851,7022627.651223079,7085861.087728872
111,30849.348473757123,117983.12045934329,5854249.140501505,8624751.37058936,7477279.81892421,7152388.201249851,7210636.5248067975
112,30792.984123295297,120661.56094085751,5792977.62862056,8693326.628749913,7521352.515978258,7261453.648960195,7290391.760911821
113,30736.722325281986,66608.68314734845,5697406.0515768025,8696340.507077178,7562357.221648786,7234004.139952976,7354151.862155045
114,30680.562893127535,54373.087540867506,5822232.439858105,8749733.638832826,7592251.057423457,7126431.030678386,7462111.673807361
115,30624.505640581778,113897.28772975745,5969613.928659566,8782579.592963928,7570771.013969695,7083864.715290576,7532900.101913154
116,30568.550381733436,322472.84226119576,5990612.85698728,8799952.940813495,7589462.219506711,7191871.156947097,7504172.401566335
117,30512.696931009465,651096.4587059738,6158983.889688096,8891423.299157942,7732471.335817968,7301890.986180764,7411422.819018623
118,30456.945103174476,819094.8488788008,6424993.410072785,9024854.347395511,7838789.71151216,7412289.604370194,7424989.523348899
119,30401.294713330113,840547.883033698,6529923.41627138,9110492.263440253,7848279.211866945,7513182.267976255,7555322.825365882
120,30345.745576914425,667172.4223217827,6659565.558878446,9166364.224470437,7843171.7646770105,7535188.676089948,7747057.08096416
121,30290.29750970127,545729.7026571761,6625001.1149903,9202777.050975032,8024987.328972519,7552289.586967233,7799194.799413637
122,30234.950327799692,268348.48981639335,6606580.334734732,9228802.348811382,8173237.911804412,7622442.123428404,7828351.422804705
123,30179.703847653316,0.0,6598271.41613639,9321890.022709776,8251838.5674308315,7709423.552084568,7889058.876411929
124,30124.55788603974,0.0,6618526.266989129,9416603.801716667,8368299.035269677,7800023.529525721,7956599.884447675
125,30069.51226006993,0.0,6720743.600848725,9436478.947502965,8511362.28110864,7914250.792262057,7992776.420237962
126,30014.566787187618,0.0,6911527.90499408,9542254.59657469,8692658.492343884,7977135.680804409,8100672.53356584
127,29959.72128516867,0.0,7102988.298317419,9743665.663784258,8843358.886064237,7958300.716240398,8223953.362611263
128,29904.97557212052,48176.44905609764,7447494.496817981,9833093.502444945,9124675.769616082,8061643.172899063,8284140.103332336
129,29850.329466481533,419140.33156593377,7706600.9707080675,9762106.740925496,9253564.455588024,8126742.549989471,8292607.240586638
130,29795.782787020427,936521.2937574133,7954231.851225235,9940981.799752267,9601063.016506432,8255935.592773798,8282623.439939835
131,29741.335352835653,1287524.6470354847,8084733.496015286,10236454.148796096,9921654.144076541,8340101.454689491,8417118.58318689
132,29686.98698335482,1220917.761862909,8103682.616243924,10280568.391160758,9513493.887580013,8343558.889102771,8621114.802578514
133,29632.73749833406,1215476.2382779806,7977218.219481257,10211085.90072183,9278303.987228386,8286148.166526792,8685817.64813367
134,29578.586717857463,1330499.071633362,7808628.815275202,10310202.568211772,9198724.379740817,8253901.222529323,8723688.915637124
135,29524.534462336476,1140314.2432562367,7729074.451547222,10466047.099969165,8995392.236164555,8252046.555792235,8831085.992689615
136,29470.580552509276,887677.1508569545,7757850.250273649,10430051.06102037,8941677.518702338,8455816.611464465,8896442.798717927
137,29416.724809440228,567091.3205999677,7784612.420504392,10497665.445936538,8981485.060991218,8675630.208246522,9023183.56907761
138,29362.96705451923,28406.47760312703,7740147.583411702,10576294.382942945,8743001.04683178,8759749.193825047,9049917.578187115
139,29309.30710946119,0.0,7972809.051397354,10709283.986001361,8821176.161173848,8746733.444494056,9172227.874501735
140,29255.744796305356,82939.89032269643,8065280.491040199,10761414.98121448,8938324.254702782,8653170.087871127,9236862.354487421
141,29202.279937414813,262258.3057527791,8054743.91199356,10797409.296397604,8883860.896094857,8698172.4224623,9183591.468243109
142,29148.912355475808,525476.9280656225,8335657.479391377,10968153.165349953,9011630.99843581,8940928.73261655,9317018.119565768
143,29095.64187349723,708868.3707252779,8435571.018049067,11087706.3470056,9061981.424648734,9067478.562945858,9540240.443725256
144,29042.46831480998,1020863.9564688706,8656672.5468972,11129848.685040219,9170138.647443822,9106501.427191548,9666141.856182102
145,28989.391503066407,1318305.5313599433,8632165.018223492,11135182.529085636,9090098.616302606,9195745.269763608,9607969.101775343
146,28936.41126223972,1572284.8127599144,8503269.535451503,11196673.948068585,9038666.790226398,9207388.826766701,9634197.957805874
147,28883.527416623394,2134346.6281379275,8399455.34302309,11291296.621511921,9220600.284351833,9220778.538268402,9752215.268747218
148,28830.739790830597,2509095.6966981515,8357169.212474968,11346349.123329254,9430499.665422792,9277621.108514711,9839423.848681672
149,28778.04820979361,2447817.3883250426,8308281.234853396,11368501.550561868,9481991.412503993,9219763.879697453,9890442.364302428
150,28725.452498763236,2238482.0227879537,8364221.411310107,11458326.476746347,9531925.871180575,9182588.819425922,9931173.824106172
151,28672.952483308225,1750693.8727534516,8523418.603705533,11595454.735941313,9513310.976552766,9283255.354420368,10005145.280264206
152,28620.5479893147,1080953.1105644284,8379819.255066127,11654087.807598878,9313926.910867192,9438514.27837568,10028704.453376397
153,28568.238842985586,788311.0578029141,8436114.92394009,11779510.527775168,9405104.74900835,9508396.817696737,10104809.023161571
154,28516.02487084,545116.7331784065,8475314.257921536,11909524.634822933,9558756.173615612,9546885.749848537,10149605.644260338
155,28463.90589971273,439555.8724096156,8668221.126569586,11966153.397938538,9799445.29884448,9678751.870066155,10210338.066607201
156,28411.881756753603,333606.61360585416,8928990.310141629,11988064.261864234,9985518.484523315,9832224.982571453,10339874.834558392
157,28359.95226942696,171119.34756887305,8936655.25549587,12014209.35751842,10057633.384511339,9763683.670741374,10446938.09235358
158,28308.11726551105,10714.542766814397,8887763.926463742,12069821.450817578,10218701.1799299,9556840.832421761,10490789.088170774
159,28256.376573097477,0.0,9019533.809022885,12129806.410950847,10476181.198551433,9503432.60317404,10520613.309511077
160,28204.73002059063,88718.99841480375,8902877.725320762,12164668.704757879,10507586.642127562,9522610.576001024,10460124.355190601
161,28153.177436707094,293578.1421214266,9107274.726900274,12158779.11067133,10490093.874072397,9531151.889182808,10562729.080982067
162,28101.718650475104,358875.1581586504,9237891.455749232,12220546.836849224,10546103.891199617,9721502.98579617,10665674.664723242
163,28050.353491233982,362235.5725986418,9305296.420667633,12278259.975785313,10537325.501708461,9857162.151003929,10774308.181952197
164,27999.081788633543,205823.25421243437,9452087.997329716,12283751.897284403,10568933.325168803,9921726.192415368,10785111.41753485
165,27947.90337263356,0.0,9476006.363807881,12262269.787923176,10732777.094766581,9952440.780340351,10783398.138501463
166,27896.818073503164,48926.311069081814,9413898.240272623,12199453.629150236,10775380.080989769,9922186.183266945,10822855.445159929
167,27845.82572182034,122539.76704956101,9411235.754998606,12204708.287301086,10766815.879452629,9960143.246662768,10862421.269066622
168,27794.926148471295,210063.13277396857,9554744.272743406,12314068.30669791,10717433.64540434,10063082.816679714,10862530.368912501
169,27744.119184649946,229579.43456353343,9623287.622823449,12502383.515299184,10698009.846805431,10128452.168012187,10990526.126927672
170,27693.404661857345,380595.00641212164,9869926.703332337,12531005.441770853,10655361.6919575,10306168.884238373,11117149.39405536
171,27642.782411901127,375805.77466890385,9783307.642212447,12548216.499049874,10601832.496441843,10321418.4861447,11208033.13266452
172,27592.252266894928,186872.93130849182,9761055.023554761,12743620.937009888,10630171.7250215,10372996.843317771,11257544.863724299
173,27541.81405925786,126645.5478576022,9953314.981500482,12949775.714816393,10832020.427283,10442916.558273211,11270901.326954814
174,27491.467621713935,193074.42593098685,9924507.38254663,13106168.135648906,11038155.60854202,10339965.802892156,11211537.780539908
175,27441.21278729152,240403.3905435589,9974097.242237927,13228415.405313611,11085289.593631858,10351600.609701332,11142811.109022012
176,27391.049389322772,196550.57335750177,10142979.650621003,13335144.989300853,11075026.7651179,10469308.12155099,11210666.515809067
177,27340.97726144311,105388.73708847849,10217858.397064365,13339265.817181451,11152947.484783223,10508634.100637427,11218399.630025722
178,27290.99623759062,175043.4229138335,10421583.36457252,13482819.639206035,11252770.466846557,10496677.851023711,11326863.864022814
179,27241.106152005552,203199.55797654472,10519782.8360874,13669061.175925978,11320381.632366903,10486481.492550733,11470552.83873713
180,27191.306839229743,231458.24137157167,10505081.4992075,13800533.621393392,11460646.923354262,10570161.549193103,11559579.650846565
181,27141.598134106072,494495.6639209859,10694470.737170788,13970420.985609196,11781015.57764922,10755616.00798995,11652577.713063557
182,27091.97987177791,621350.808103609,10791333.148384213,14077958.143186936,12018903.380800381,10812292.385415798,11745877.83234077
183,27042.45188768858,462660.5990424056,10615277.155179277,14021641.00098901,12017241.971826028,10730219.953945978,11789571.988880675
184,26993.014017580816,463507.96475653234,10614188.754397996,14211824.025889153,12228989.791661767,10757295.080858557,11751905.134078398
185,26943.666097496207,523456.8576383498,10651911.495774377,14240796.217074204,12403090.449331885,10795587.950290792,11801257.787688969
186,26894.407963774644,662568.0826660297,10662262.825183371,14284568.646668024,12735262.150588868,10908483.957094518,11917663.38805542
187,26845.23945305381,627061.7781560143,10778127.01180791,14352083.56742142,13119973.775566334,10950854.005321726,11961835.884178793
188,26796.160402268608,537657.4518684332,10843826.06123643,14449389.328319062,13237732.145437744,11002689.333737498,11920319.029524554
189,26747.170648650634,850487.7125328699,10935053.074961716,14569237.680595523,13284072.286534874,11213859.354035258,11983267.514295869
190,26698.270029727628,1314990.1722469113,11107299.723777508,14600377.689763403,13223554.285200654,11301940.162268259,12078235.970719164
191,26649.458383322948,1508037.426362159,11062948.456683636,14539345.392882256,12931779.60835194,11162875.986399107,12092855.758455746
192,26600.73554755503,1673281.821522616,11106359.633438135,14719490.49521184,12786996.716436733,11172024.112509968,12161984.691475186
193,26552.101360836823,1981915.8482353135,11293672.719743257,14773328.352779638,12749212.909018492,11345292.264003593,12223796.04472213
194,26503.55566187531,2326007.126624063,11479311.638657194,14920059.801387973,12789288.10815721,11466239.656057408,12283907.168526025
195,26455.098289670914,2605428.390014879,11376978.883864421,15077769.904068248,12864836.077467306,11612206.41036657,12285622.742413463
196,26406.729083517,2848535.915532906,11397818.09629781,15156434.787903119,12882805.864656065,11885759.608752484,12438741.623253115
197,26358.447882999328,2859507.160939612,11708367.978625845,15187205.33857608,12876510.277692422,12091863.937099796,12660652.367619973
198,26310.254527995523,2590951.476325867,11853852.922279911,15288861.63608202,12997427.570161736,12072128.93841728,12782638.963062676
199,26262.148858674555,2214571.68386517,11948249.8308901,15411974.685464686,13150622.87497966,11974081.626461064,12834604.503082298
200,26214.13071549619,1807878.3084417656,12134561.172179706,15411469.998139994,13274278.213395614,12001747.743595218,12720818.888393987
201,26166.199939210477,1518501.6520169866,12356813.64106896,15503338.079777699,13302357.906486869,12098390.117218457,12824356.46340424
202,26118.356370857204,1132252.7940235715,12365303.587671354,15584865.571187556,13398374.206863225,12237538.271009156,12905264.374838592
203,26070.599851765393,808571.4624736075,12605245.637406385,15666639.983815437,13543810.701281857,12315673.514403159,12880969.892166546
204,26022.93022355275,597340.9676500408,13122869.264179485,15698385.678300628,13667026.300134419,12284338.194546701,12841176.16012912
205,25975.347328125154,575081.6366745376,13227506.077000568,15664563.85210211,13794439.864864683,12306841.238387637,12989786.07551709
206,25927.851007676134,701890.4875675958,13080746.925341157,15745248.967840271,13958362.354636658,12472346.307948329,13368322.203781633
207,25880.44110468633,779353.696826516,13183223.358075662,15938006.926395759,14100005.339782812,12727446.84896518,13663217.154633062
208,25833.117461922993,683917.5364139848,13343237.298574185,16251126.521866754,14169680.487092035,12601460.428192904,13670831.70604009
209,25785.879922439446,723398.8074519438,13334249.8326194,16370073.900212433,14436274.542844387,12754695.183061805,13872283.811797468
210,25738.728329574576,671695.4375024323,13351500.328060102,16457055.556015357,14866429.515812365,12925964.146987943,13930712.658122795
211,25691.662526952292,548965.9057235558,13531744.819890209,16618373.291356625,15238691.015447972,13043227.542990524,13981526.611335346
212,25644.68235848104,476050.67928660504,13727011.650095882,16845158.909308653,15445198.274734963,13188222.66926689,14186469.103839142
213,25597.787668353263,518394.3430807594,13653534.394349862,16981339.1754447,15594695.902058471,13349359.97997104,14314003.919577796
214,25550.978301044885,703340.2155410179,13709876.253554584,17091583.858921662,15708069.672254834,13424786.269396074,14363703.6581855
215,25504.254101314793,909773.8239729571,13971595.058831476,17295446.202954393,15740708.909053948,13443488.731664294,14460576.712210095
216,25457.61491420435,753576.6717562362,14038309.892963342,17571636.76797664,15738595.381680049,13422863.19544602,14375146.636632994
217,25411.060585036837,740037.1577804079,14170647.877864756,17844100.941635143,15755801.374944245,13555869.970382594,14549018.640759647
218,25364.590959416975,852004.0010575885,14206319.854908623,18051855.984452236,15835146.925984083,13865076.547925198,14792456.010555737
219,25318.205883230396,802650.543672329,14088856.170670098,18280669.780013233,15897224.781738177,14078428.318629852,14973557.22332083
220,25271.90520264313,771116.110745347,14090303.335702337,18422408.956312235,15844506.628837949,14094311.202590235,15076153.480926037
221,25225.68876410112,853689.5087672131,14074621.976681361,18509597.879749596,15807160.009114778,14032763.95182209,15153314.83734543
222,25179.556414329676,789001.5451599759,13931673.207493834,18756074.610982142,15988673.341806125,14070409.748643924,15250560.917346679
223,25133.50800033299,850786.5906546786,13932698.947459552,18957646.998400286,16284443.297145259,14271569.14797812,15439600.76817434
224,25087.54336939363,888615.3918625829,14085855.299612712,19145672.426018324,16600873.400327407,14499374.590657733,15665147.651805475
225,25041.662369072,1023477.222410745,14453451.19085757,19269411.379620243,16731584.410568269,14685961.524893837,15721795.436541965
226,24995.864847205914,1210401.2547915198,14573542.498379325,19506154.63631822,16900152.2627969,14696837.744852072,15772599.018014977
227,24950.150651909975,1391928.5507827548,14652070.87763563,19772303.61538117,17100862.483508065,14625393.020987341,15935731.503028708
228,24904.519631575185,1549759.2969702971,15022587.078949738,20184229.44474324,17363551.166106254,14792979.977794018,16073316.061140679
229,24858.97163486836,1488542.7112757617,15374596.2903965,20562511.856818866,17385460.518137775,15065910.512974529,16231459.927320696
230,24813.506510731684,1338476.0577435463,15611214.05444513,20839855.118840396,17411361.473086126,15218672.252617078,16468695.892752375
231,24768.124108382162,1273575.9601031526,15888424.572538668,21167768.01282555,17759402.18511305,15299138.592678437,16510980.593700983
232,24722.82427731116,1297379.1753893232,16136711.41003366,21439081.888653327,18176385.892721422,15294754.310167797,16334999.125639053
233,24677.606867283874,1084666.6854319868,16510614.127182579,21688827.21957832,18273549.591565147,15361345.024194319,16443929.082398748
234,24632.47172833886,1034322.3798442181,16713350.210666966,22068178.07137137,18341020.06932909,15527769.957376804,16634376.673560545
235,24587.418710787508,1116401.1386253452,16761505.431132914,22561719.796007037,18574917.680932283,15607152.965824444,16929152.493743397
236,24542.44766521357,1056654.166401345,16917664.97709037,23199154.141781908,18895893.83137139,15615341.628998,17251431.029848803
237,24497.55844247264,944064.5157503495,17215097.946770366,23869598.558716983,19127523.02858307,15740055.7412374,17427918.04198377
238,24452.7508936917,858967.4023895771,17596662.59963343,24484053.838274203,19484801.839449782,15945063.947739396,17496649.511442374
239,24408.024870268568,785981.8571910096,18030022.934559412,24907386.70942908,20002718.388591394,16013273.874487163,17547142.78851546
